Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
champion	2.38	2	3	0.5	8	3,3,3,1,2,2,2,3
wracking	-1.17	-1	-1	0.833333333333333	6	-1,-1,-1,-1,-2,-1
truck stop	-0.58	-1	-1	0.583333333333333	12	-1,-1,-1,-1,-1,-1,-1,0,1,1,-2,0
ungrammatically	-1.62	-2	-2	0.625	8	-2,-1,-1,-2,-2,-2,-1,-2
go back	-0.33	0	0	0.666666666666667	6	0,-1,0,0,-1,0
smudginess	-1.43	-1	-1	0.571428571428571	7	-1,-1,-1,-1,-2,-2,-2
side step	-0.60	-1	-1	0.5	10	-1,-1,-1,1,-2,0,-1,0,0,-1
overbear	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
make history	2.50	3	3	0.5	8	3,2,2,2,3,3,3,2
prizefight	-1.71	-2	-2	0.714285714285714	7	-2,-2,-2,-2,-2,-1,-1
insurmountably	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-1,-2
entrepreneur	1.44	1	2	0.555555555555556	9	2,0,2,2,2,2,1,1,1
dank	-2.17	-2	-2	0.833333333333333	6	-3,-2,-2,-2,-2,-2
aside from	0.57	1	1	0.571428571428571	7	0,1,0,1,0,1,1
amorously	2.38	2	3	0.5	8	2,2,3,3,3,3,1,2
dogmatism	-2.14	-2	-2	0.857142857142857	7	-2,-2,-2,-3,-2,-2,-2
bedchamber	0.38	0	0	0.5	8	-1,1,1,0,0,2,0,0
incestuous	-2.90	-3	-3	0.9	10	-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
to suck	-2.10	-2	-3	0.4	10	-3,-1,-2,0,-2,-3,-3,-2,-3,-2
nervous	-0.38	0	-1	0.625	8	1,-1,1,0,-1,-1,-1,-1
jubilee	2.71	3	3	0.857142857142857	7	3,3,1,3,3,3,3
mere	0.27	0	0	0.636363636363636	11	0,0,0,0,0,0,2,0,-1,1,1
cheapness	-1.86	-2	-2	0.857142857142857	7	-2,-2,-2,-2,-1,-2,-2
naturalistically	0.36	0	0	0.727272727272727	11	0,0,0,0,0,0,2,1,0,1,0
thunderclap	-0.71	-1	0	0.571428571428571	7	0,0,0,-2,0,-1,-2
tracksuit	1.22	1	1	0.555555555555556	9	2,1,2,2,0,1,1,1,1
permitting	1.29	1	2	0.428571428571429	7	2,0,2,2,1,1,1
straggler	-1.00	-1	-1	1	8	-1,-1,-1,-1,-1,-1,-1,-1
amusement park	2.62	3	3	0.625	8	3,2,3,3,3,3,2,2
physiotherapist	2.64	3	3	0.636363636363636	11	3,3,3,3,3,3,3,2,2,2,2
fancied	0.44	0	0	0.555555555555556	9	0,0,1,1,1,0,0,1,0
take drugs	-2.75	-3	-3	0.75	8	-2,-2,-3,-3,-3,-3,-3,-3
astonish	1.38	1	1	0.625	8	1,2,1,1,2,1,2,1
tone deaf	-1.44	-1	-2	0.555555555555556	9	-2,-2,-1,-1,-2,-2,-1,-2,0
pleasantly	2.83	3	3	0.833333333333333	6	3,2,3,3,3,3
regurgitate	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
blunder	-1.67	-2	-2	0.666666666666667	9	-2,-1,-1,-2,-2,-2,-2,-2,-1
hurtfulness	-2.75	-3	-3	0.75	8	-2,-3,-2,-3,-3,-3,-3,-3
deify	1.17	1	2	0.5	6	0,0,2,1,2,2
stylistic	0.40	0	0	0.6	5	1,0,0,0,1
camouflaged	-0.88	-1	-1	0.875	8	-1,0,-1,-1,-1,-1,-1,-1
supervised	1.75	2	2	0.583333333333333	12	2,0,2,3,2,2,3,2,2,2,0,1
nimbleness	2.00	2	2	1	8	2,2,2,2,2,2,2,2
atheist	-1.00	-1	-1	0.75	8	-2,-1,0,-1,-1,-1,-1,-1
opaque	-1.71	-2	-2	0.857142857142857	7	-2,-2,-2,0,-2,-2,-2
farfetched	-1.78	-2	-2	0.777777777777778	9	-2,-2,-1,-1,-2,-2,-2,-2,-2
bad light	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
undefined	-1.25	-1	-2	0.5	8	-2,-1,0,-2,-2,-1,-2,0
unstable	-2.00	-2	-2	0.714285714285714	7	-1,-3,-2,-2,-2,-2,-2
drowsily	-0.14	0	-1	0.428571428571429	7	-1,-1,1,-1,0,1,0
unsalted	-1.67	-2	-2	0.666666666666667	6	-2,-2,-1,-1,-2,-2
necropolis	-2.57	-3	-3	0.571428571428571	7	-3,-2,-3,-2,-3,-3,-2
stodgy	-1.62	-2	-2	0.625	8	-1,-1,-1,-2,-2,-2,-2,-2
seldom	-1.33	-1	-2	0.5	6	-2,-2,0,-1,-2,-1
unwitting	-0.27	0	0	0.727272727272727	11	0,0,0,0,0,0,0,-1,-1,0,-1
tongue piercing	-0.67	-1	-1	0.555555555555556	9	0,-2,-1,-1,-1,0,-1,1,-1
shakily	-1.42	-1	-1	0.583333333333333	12	-2,-1,-1,-2,-1,-1,-2,-2,-1,-1,-2,-1
lose it	-1.25	-1	-1	0.5	8	-2,0,-1,-1,-1,-2,-2,-1
demanding	-1.62	-2	-2	0.75	8	-2,-1,-2,-2,-2,-2,0,-2
cockspur	-0.89	-1	-1	0.666666666666667	9	-1,0,-1,-1,-1,-1,0,-1,-2
prolapse	-3.00	-3	-3	1	8	-3,-3,-3,-3,-3,-3,-3,-3
outhouse	-1.56	-2	-2	0.666666666666667	9	-2,-2,-2,-2,-1,0,-2,-1,-2
lightheartedness	3.00	3	3	1	8	3,3,3,3,3,3,3,3
venomous	-2.90	-3	-3	0.9	10	-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
straight	1.92	2	2	0.538461538461538	13	3,3,2,1,2,2,2,3,2,2,1,0,2
ordnance	-0.83	-1	0	0.5	6	0,0,0,-1,-2,-2
neatness	2.30	2	2	0.5	10	3,3,3,3,2,2,1,2,2,2
crumbly	-0.36	0	0	0.727272727272727	11	0,0,-1,0,0,0,0,0,-1,0,-2
jackrabbit	0.25	0	0	0.75	8	0,1,0,1,0,0,0,0
aback	-0.57	-1	-1	0.428571428571429	7	-1,0,-2,0,1,-1,-1
morning star	1.88	2	2	0.5	8	0,2,1,2,3,2,2,3
cathouse	-3.00	-3	-3	1	9	-3,-3,-3,-3,-3,-3,-3,-3,-3
crownwork	0.08	0	0	0.916666666666667	12	0,0,0,0,0,0,0,0,0,0,0,1
terrific	3.00	3	3	1	6	3,3,3,3,3,3
descend	-0.50	-1	0	0.625	8	0,-2,-1,0,0,0,-1,0
heartworm	-1.83	-2	-2	0.666666666666667	6	-2,-2,0,-2,-2,-3
geographically	0.00	0	0	1	9	0,0,0,0,0,0,0,0,0
what's new	2.57	3	3	0.571428571428571	7	3,2,3,2,3,3,2
outspokenness	1.71	2	2	0.714285714285714	7	1,1,2,2,2,2,2
poor	1.14	1	1	0.571428571428571	7	2,1,1,1,2,1,0
boloney	-2.55	-3	-3	0.545454545454545	11	-3,-2,-2,-2,-2,-3,-3,-3,-3,-2,-3
life saver	3.00	3	3	1	10	3,3,3,3,3,3,3,3,3,3
striking	0.50	1	0	0.666666666666667	12	0,0,0,0,0,0,0,0,2,2,1,1
much less	-0.75	-1	-1	0.75	8	0,-1,-1,-1,0,-1,-1,-1
syphilis	-2.62	-3	-3	0.75	8	-2,-3,-3,-3,-3,-3,-1,-3
unsuitably	-1.50	-2	-2	0.5	8	-2,-1,-2,-2,-1,-1,-2,-1
king	2.18	2	2	0.818181818181818	11	2,3,2,2,2,2,2,2,3,2,2
regalia	1.67	2	2	0.666666666666667	6	2,1,2,2,2,1
violation	-2.36	-2	-3	0.454545454545455	11	-2,-2,-2,-2,-3,-2,-3,-3,-3,-1,-3
quotes	0.71	1	0	0.571428571428571	7	2,0,0,0,1,0,2
notoriousness	-2.17	-2	-3	0.416666666666667	12	-2,-1,-2,-3,-3,-1,-2,-3,-1,-3,-3,-2
reason	2.27	2	2	0.545454545454545	11	2,2,3,2,2,2,2,3,1,3,3
hit with	-1.75	-2	-2	0.5	8	-2,-2,-1,-2,-3,-2,-1,-1
materialization	0.09	0	0	0.909090909090909	11	0,0,0,0,0,0,0,0,0,1,0
alike	1.38	1	2	0.5	8	2,0,2,2,1,1,1,2
imperial	-1.00	-1	-2	0.333333333333333	6	-1,-1,-2,0,0,-2
shunned	-2.57	-3	-3	0.571428571428571	7	-3,-2,-2,-3,-3,-2,-3
unachievable	-1.43	-1	-2	0.571428571428571	7	-2,0,-2,-2,-1,-2,-1
disintegrative	-2.00	-2	-2	0.75	8	-2,-2,-2,-2,-2,-2,-3,-1
slapper	-2.12	-2	-2	0.875	8	-3,-2,-2,-2,-2,-2,-2,-2
dogmatization	-2.00	-2	-2	1	9	-2,-2,-2,-2,-2,-2,-2,-2,-2
committer	1.27	1	2	0.545454545454545	11	0,2,0,2,2,2,2,1,0,2,1
sedative	-1.25	-1	-1	0.75	8	-2,-1,-1,-2,-1,-1,-1,-1
win in	1.25	1	2	0.5	8	0,2,1,1,2,2,0,2
featherlike	0.22	0	0	0.777777777777778	9	1,1,0,0,0,0,0,0,0
crone	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
bubbly	3.00	3	3	1	9	3,3,3,3,3,3,3,3,3
misbrand	-2.27	-2	-2	0.727272727272727	11	-2,-2,-3,-2,-2,-2,-2,-2,-2,-3,-3
racecar	-0.08	0	0	0.916666666666667	12	0,0,0,0,0,0,0,0,0,0,0,-1
tyrannically	-3.00	-3	-3	1	7	-3,-3,-3,-3,-3,-3,-3
globetrotting	2.57	3	3	0.714285714285714	7	1,3,3,3,3,2,3
impeachment	-2.00	-2	-2	1	6	-2,-2,-2,-2,-2,-2
measuring tape	2.36	2	2	0.636363636363636	11	3,2,3,2,2,3,3,2,2,2,2
sunshade	0.75	1	1	0.5	8	1,0,1,1,1,2,0,0
worthwhile	2.75	3	3	0.75	8	2,2,3,3,3,3,3,3
maxim	1.75	2	2	0.583333333333333	12	3,2,2,2,2,1,2,1,1,2,1,2
unwise	-1.62	-2	-2	0.625	8	-2,-2,-2,-1,-2,-2,-1,-1
wrongly	-2.08	-2	-2	0.75	12	-2,-2,-2,-2,-2,-3,-2,-2,-3,-2,-1,-2
investigative journalism	2.36	2	3	0.454545454545455	11	3,3,3,3,2,3,2,2,2,2,1
wishing	2.40	2	2	0.6	5	3,2,2,2,3
putridity	-2.50	-3	-3	0.5	12	-2,-2,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3
wife	3.00	3	3	1	7	3,3,3,3,3,3,3
methodologically	1.58	2	2	0.75	12	2,2,2,2,2,2,2,2,0,1,0,2
overinvest	-0.62	-1	-1	0.5	8	0,-2,-1,-1,1,-1,-1,0
contentment	3.00	3	3	1	8	3,3,3,3,3,3,3,3
unexciting	-1.75	-2	-2	0.75	8	-1,-2,-2,-2,-2,-1,-2,-2
lender	1.82	2	2	0.727272727272727	11	2,2,2,2,2,1,3,2,2,0,2
absolve	2.00	2	2	0.5	8	2,3,2,2,2,1,1,3
disenchantment	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
megabucks	0.40	0	0	0.7	10	0,0,0,0,0,0,0,1,1,2
instable	-2.00	-2	-2	1	11	-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
string together	0.89	1	1	0.666666666666667	9	1,1,0,1,1,0,1,1,2
quantum	-0.11	0	0	0.888888888888889	9	0,0,0,0,0,0,-1,0,0
chagrined	-1.38	-1	-1	0.625	8	-1,-2,-2,-1,-2,-1,-1,-1
positively	1.67	2	2	0.5	6	2,1,2,0,2,3
sightlessness	-1.75	-2	-2	0.625	8	-2,-3,-2,-2,-2,0,-1,-2
insaneness	-2.50	-3	-3	0.5	8	-3,-2,-3,-2,-3,-3,-2,-2
meagerness	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
shopping mall	1.75	2	2	0.5	8	1,2,2,3,2,1,2,1
artificialness	-2.00	-2	-2	0.75	8	-2,-3,-2,-2,-2,-1,-2,-2
one another	2.89	3	3	0.888888888888889	9	3,3,3,3,3,3,2,3,3
skiing	1.44	1	2	0.444444444444444	9	3,1,2,1,0,2,2,0,2
scrubbiness	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-1,-2,-2
phase	-0.09	0	0	0.909090909090909	11	0,-1,0,0,0,0,0,0,0,0,0
briskly	1.44	1	2	0.555555555555556	9	2,2,2,0,2,2,1,1,1
worker	1.75	2	2	0.5	12	3,2,2,2,2,3,2,1,0,1,2,1
arguer	-1.67	-2	-2	0.666666666666667	9	-1,-2,-2,-2,-2,-1,-1,-2,-2
battering	-2.75	-3	-3	0.75	8	-2,-3,-3,-3,-3,-3,-3,-2
productivity	0.38	0	0	0.75	8	0,0,0,0,0,0,2,1
coiled	-1.00	-1	-1	0.75	8	0,-1,-1,-2,-1,-1,-1,-1
restorable	1.80	2	2	0.6	10	2,2,2,2,2,2,3,1,1,1
heirloom	2.00	2	2	0.818181818181818	11	1,3,2,2,2,2,2,2,2,2,2
profitable	0.60	1	0	0.7	10	0,0,0,0,0,0,0,2,2,2
troubleshooter	1.70	2	2	0.7	10	2,2,2,2,2,2,2,1,1,1
fiend	-2.80	-3	-3	0.8	10	-2,-3,-3,-3,-3,-3,-3,-2,-3,-3
acidize	-2.00	-2	-2	0.714285714285714	7	-3,-2,-2,-1,-2,-2,-2
harelip	-1.43	-1	-2	0.714285714285714	7	-2,-2,-2,0,-2,-2,0
unobtrusiveness	1.64	2	3	0.272727272727273	11	1,0,3,3,0,2,3,1,1,2,2
warless	2.10	2	3	0.5	10	3,2,3,1,0,3,3,2,3,1
vibrational	0.08	0	0	0.916666666666667	12	0,0,0,0,0,0,0,0,0,0,0,1
rubbing alcohol	-1.57	-2	-2	0.714285714285714	7	-2,-2,-1,-2,0,-2,-2
granola	1.38	1	2	0.625	8	2,2,0,1,0,2,2,2
time bomb	-2.10	-2	-2	0.5	10	-2,-3,-2,-2,-2,-2,-3,-3,-1,-1
graduate	2.09	2	2	0.727272727272727	11	2,2,2,3,2,2,3,2,2,1,2
scrape	-1.11	-1	-1	0.888888888888889	9	-1,-2,-1,-1,-1,-1,-1,-1,-1
heil	-2.88	-3	-3	0.875	8	-3,-3,-3,-2,-3,-3,-3,-3
illogicality	-2.22	-2	-2	0.777777777777778	9	-2,-2,-2,-2,-2,-2,-2,-3,-3
deal breaker	-1.17	-1	-2	0.416666666666667	12	-2,-1,-2,-2,-1,-2,-2,0,0,0,-1,-1
decisively	2.09	2	3	0.363636363636364	11	3,1,2,2,3,2,3,1,3,2,1
on edge	-1.56	-2	-2	0.555555555555556	9	-2,-1,-2,-2,-1,-2,-2,-1,-1
renewability	1.75	2	2	0.666666666666667	12	2,2,2,2,2,2,3,2,1,1,2,0
gruesome	-2.86	-3	-3	0.857142857142857	7	-2,-3,-3,-3,-3,-3,-3
intermarry	1.86	2	2	0.857142857142857	7	2,2,2,2,2,1,2
floppily	-1.25	-1	-1	0.75	8	-2,-1,-1,-1,-1,-1,-2,-1
bestially	-3.00	-3	-3	1	10	-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
blood transfusion	1.75	2	2	0.625	8	2,0,3,2,2,2,2,1
disperse	-0.44	0	-1	0.555555555555556	9	0,-1,-1,-1,-1,1,0,0,-1
under pressure	-1.00	-1	0	0.428571428571429	7	0,0,0,-2,-1,-2,-2
newyear	2.86	3	3	0.857142857142857	7	2,3,3,3,3,3,3
suffragist	3.00	3	3	1	6	3,3,3,3,3,3
accentuate	0.57	1	1	0.571428571428571	7	1,1,1,0,1,0,0
tech	1.30	1	2	0.6	10	0,0,0,1,2,2,2,2,2,2
country	1.83	2	3	0.333333333333333	12	3,0,2,3,2,2,3,2,0,3,1,1
sunscreen	0.90	1	0	0.5	10	2,1,0,0,0,0,2,2,0,2
spitefully	-2.67	-3	-3	0.75	12	-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-1
glorify	1.38	1	2	0.625	8	0,2,1,2,2,2,2,0
winemaker	1.57	2	2	0.714285714285714	7	2,0,2,2,2,2,1
unreported	-1.33	-1	-2	0.555555555555556	9	0,-2,-2,-2,-2,-2,-1,-1,0
genealogist	2.10	2	2	0.5	10	3,2,2,2,1,3,3,2,2,1
body	0.14	0	0	0.857142857142857	7	0,0,0,1,0,0,0
choy	0.11	0	0	0.888888888888889	9	0,0,0,0,0,1,0,0,0
free world	2.00	2	2	0.428571428571429	7	3,1,2,1,2,2,3
prizewinning	2.00	2	2	1	10	2,2,2,2,2,2,2,2,2,2
center stage	2.80	3	3	0.8	5	3,2,3,3,3
long ago	0.38	0	0	0.75	8	0,2,0,0,1,0,0,0
tomfool	-1.73	-2	-2	0.454545454545455	11	-2,-2,-1,-2,-1,0,-1,-3,-2,-2,-3
frostiness	-2.62	-3	-3	0.625	8	-2,-2,-3,-2,-3,-3,-3,-3
alleviate	2.71	3	3	0.857142857142857	7	3,1,3,3,3,3,3
lame excuse	-2.73	-3	-3	0.727272727272727	11	-2,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3
complying	2.11	2	2	0.666666666666667	9	2,2,1,3,2,2,2,3,2
croon	1.60	2	2	0.6	5	2,2,1,2,1
print	0.37	0	0	0.697674418604651	43	0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0
blogger	2.38	2	2	0.625	8	2,2,2,3,2,3,3,2
muddleheaded	-1.78	-2	-2	0.777777777777778	9	-2,-1,-1,-2,-2,-2,-2,-2,-2
hush hush	-2.18	-2	-2	0.818181818181818	11	-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2
oppressively	-2.29	-2	-2	0.714285714285714	7	-3,-3,-2,-2,-2,-2,-2
unannounced	-0.50	-1	-1	0.5	8	-1,0,-1,-1,0,-1,0,0
vanquish	-2.12	-2	-2	0.875	8	-2,-2,-2,-2,-3,-2,-2,-2
bullmastiff	0.90	1	0	0.5	10	2,2,2,0,2,0,0,0,0,1
passport	1.82	2	2	0.909090909090909	11	2,2,2,2,2,2,2,2,2,2,0
bleeding	-1.38	-1	-1	0.625	8	-2,-1,-1,-1,-2,-1,-2,-1
crazy	-1.88	-2	-2	0.75	8	-2,-2,-2,-2,0,-2,-3,-2
uneven	-1.29	-1	-1	0.714285714285714	7	-2,-1,-1,-1,-1,-1,-2
wanting	-0.86	-1	-1	0.714285714285714	7	-1,-1,-1,1,-1,-1,-2
insomnia	-1.62	-2	-2	0.625	8	-2,-2,-2,-1,-1,-2,-1,-2
cleave	-0.44	0	0	0.666666666666667	9	0,0,-1,0,0,-1,0,-2,0
diabetic	-0.56	-1	-1	0.555555555555556	9	0,-1,-1,0,0,-1,0,-1,-1
great wall	2.25	2	2	0.75	8	2,3,2,2,3,2,2,2
fasting	-0.75	-1	-1	0.75	8	-1,-1,-1,0,-1,-1,0,-1
relaxed	0.75	1	0	0.5	12	0,0,2,0,0,0,2,1,1,2,1,0
remarkable	1.86	2	2	0.571428571428571	7	2,2,1,2,2,3,1
amnesia	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
solitary confinement	-3.00	-3	-3	1	7	-3,-3,-3,-3,-3,-3,-3
coordinator	2.25	2	2	0.75	8	2,2,2,2,2,2,3,3
do damage	-2.38	-2	-2	0.625	8	-2,-2,-2,-3,-2,-2,-3,-3
throwback	0.42	0	0	0.666666666666667	12	0,0,0,0,0,0,0,1,0,2,1,1
unbridgeable	-2.00	-2	-2	1	8	-2,-2,-2,-2,-2,-2,-2,-2
successfulness	2.38	2	2	0.625	8	3,2,3,2,2,2,2,3
wrench	-1.00	-1	-2	0.375	8	-2,0,-1,-2,-2,0,-1,0
overuse	-1.17	-1	-2	0.416666666666667	12	-1,-2,-1,-1,-2,0,-2,-2,-2,-1,0,0
sweeter	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
bacteriology	-1.25	-1	-2	0.625	8	0,0,-2,0,-2,-2,-2,-2
never again	-1.43	-1	-2	0.571428571428571	7	-1,0,-2,-2,-2,-1,-2
vantage	0.50	1	0	0.666666666666667	12	0,0,0,0,0,0,0,2,0,2,1,1
sweet tooth	2.25	2	2	0.5	8	3,3,2,1,2,3,2,2
instrumentalist	-1.43	-1	-2	0.571428571428571	7	-2,-2,-1,-2,-2,0,-1
waterbed	1.00	1	1	0.75	8	1,1,1,1,0,1,2,1
wallflower	-1.50	-2	-2	0.5	8	-1,-1,-2,-2,-1,-2,-2,-1
upswing	1.29	1	1	0.714285714285714	7	1,2,2,1,1,1,1
overeaten	-0.55	-1	0	0.545454545454545	11	0,0,0,-1,0,0,-1,-2,-1,0,-1
aberration	-1.71	-2	-2	0.714285714285714	7	-1,-2,-1,-2,-2,-2,-2
haven	2.86	3	3	0.857142857142857	7	3,3,3,2,3,3,3
investible	1.64	2	2	0.727272727272727	11	0,2,2,2,2,2,2,1,1,2,2
pardonable	1.88	2	2	0.5	8	2,1,2,3,2,3,0,2
agh	-1.88	-2	-2	0.625	8	-2,-1,-2,-2,-1,-2,-2,-3
meat grinder	-2.14	-2	-2	0.571428571428571	7	-1,-3,-2,-3,-2,-2,-2
damsel	2.25	2	2	0.5	8	1,3,3,2,2,3,2,2
add	2.29	2	3	0.428571428571429	7	1,3,2,2,3,2,3
scarcely	-1.86	-2	-2	0.857142857142857	7	-2,-2,-2,-2,-1,-2,-2
messing up	-1.75	-2	-2	0.833333333333333	12	-2,-2,-2,-2,-2,-2,-2,-1,-2,0,-2,-2
frightener	-2.33	-2	-2	0.666666666666667	9	-2,-2,-2,-3,-2,-2,-2,-3,-3
punctually	2.22	2	2	0.555555555555556	9	2,2,2,3,1,3,3,2,2
astronautics	0.56	1	0	0.555555555555556	9	0,0,1,2,0,0,1,0,1
tumultuous	-1.88	-2	-2	0.875	8	-2,-2,-2,-2,-2,-2,-1,-2
eye doctor	2.50	3	3	0.5	10	2,3,3,3,3,2,3,2,2,2
put together	2.22	2	2	0.555555555555556	9	3,2,2,2,3,3,2,1,2
baptized	2.00	2	2	0.818181818181818	11	2,2,2,2,2,3,2,2,2,2,1
sit through	-0.83	-1	-1	0.5	6	0,-1,-1,-1,-2,0
craniofacial	-0.83	-1	0	0.5	6	-2,0,-1,0,0,-2
bad name	-2.45	-2	-3	0.545454545454545	11	-3,-3,-3,-3,-2,-2,-2,-3,-2,-1,-3
videographer	1.33	1	1	0.583333333333333	12	1,1,1,1,1,1,3,2,1,0,2,2
gristly	-1.86	-2	-2	0.571428571428571	7	-3,-1,-2,-2,-2,-2,-1
hooker	-2.92	-3	-3	0.916666666666667	12	-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
embitterment	-2.12	-2	-2	0.625	8	-2,-2,-1,-3,-2,-2,-3,-2
bald	0.00	0	0	1	9	0,0,0,0,0,0,0,0,0
recesses	-0.27	0	0	0.636363636363636	11	0,0,0,0,0,-2,0,0,-1,1,-1
bemusedly	-0.71	-1	-1	0.857142857142857	7	-1,-1,-1,-1,1,-1,-1
inadvisability	-1.89	-2	-2	0.888888888888889	9	-2,-2,-2,-1,-2,-2,-2,-2,-2
obsequiously	-1.91	-2	-2	0.727272727272727	11	-2,-2,-2,-2,-2,-2,-2,-2,-3,-1,-1
deflationary	-2.00	-2	-2	1	6	-2,-2,-2,-2,-2,-2
wishful	1.14	1	1	0.857142857142857	7	2,1,1,1,1,1,1
quarter to	0.00	0	0	1	8	0,0,0,0,0,0,0,0
dining table	3.00	3	3	1	8	3,3,3,3,3,3,3,3
boyishly	2.12	2	3	0.375	8	3,1,3,2,1,3,2,2
allegiance	2.58	3	3	0.666666666666667	12	3,3,3,3,3,3,3,2,2,1,3,2
junk drawer	-0.60	-1	-1	0.6	10	-1,-1,-1,0,-1,-1,0,0,-1,0
notation	-0.57	-1	0	0.571428571428571	7	-1,0,-2,0,0,0,-1
dearest	2.86	3	3	0.857142857142857	7	3,3,2,3,3,3,3
villa	1.00	1	2	0.333333333333333	6	1,2,2,1,0,0
lunch room	2.78	3	3	0.777777777777778	9	2,3,3,2,3,3,3,3,3
satan	-3.00	-3	-3	1	7	-3,-3,-3,-3,-3,-3,-3
slew	0.38	0	0	0.625	8	0,0,0,0,1,1,1,0
impoverish	-2.43	-2	-2	0.571428571428571	7	-2,-2,-3,-3,-3,-2,-2
adrenal	-0.12	0	0	0.875	8	-1,0,0,0,0,0,0,0
repatriate	0.71	1	1	0.428571428571429	7	0,1,2,1,0,1,0
bad thing	-2.00	-2	-2	1	7	-2,-2,-2,-2,-2,-2,-2
turbid	-1.58	-2	-2	0.75	12	-2,-2,-2,-2,-2,-2,-2,0,-2,0,-1,-2
smelliness	-2.22	-2	-2	0.555555555555556	9	-2,-2,-3,-3,-3,-2,-1,-2,-2
objection	-1.78	-2	-2	0.888888888888889	9	-2,-2,-2,-2,0,-2,-2,-2,-2
conquer	-1.29	-1	-2	0.571428571428571	7	0,-2,-2,0,-2,-2,-1
usage	0.50	1	0	0.7	10	0,0,0,0,0,0,0,1,2,2
whole milk	1.12	1	1	0.625	8	1,2,1,1,1,0,2,1
resurgent	1.50	2	2	0.5	8	1,2,1,1,1,2,2,2
handpainted	2.00	2	2	0.555555555555556	9	2,1,3,2,2,1,3,2,2
inconsequentiality	-1.83	-2	-2	0.833333333333333	6	-1,-2,-2,-2,-2,-2
placidity	2.29	2	2	0.714285714285714	7	2,3,2,2,2,3,2
tabasco	0.14	0	0	0.571428571428571	7	0,0,1,0,-1,1,0
careless	-2.08	-2	-2	0.916666666666667	12	-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
assistant	2.29	2	3	0.428571428571429	7	2,2,3,2,3,1,3
commonsensical	2.43	2	2	0.571428571428571	7	2,3,2,3,3,2,2
unpredicted	-0.50	-1	0	0.5	8	-1,0,0,-1,0,0,-1,-1
retribution	-1.84	-2	-2	0.709677419354839	31	-2,-3,-2,-2,-1,-2,-2,-2,-1,-2,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,-3,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2
pierce	-1.00	-1	-1	0.714285714285714	7	-1,-1,-1,0,-2,-1,-1
ungifted	-1.86	-2	-2	0.857142857142857	7	-2,-2,-2,-2,-2,-1,-2
income	0.50	1	0	0.7	10	0,0,0,0,0,0,0,2,2,1
nearly	0.09	0	0	0.909090909090909	11	0,0,0,0,0,0,0,1,0,0,0
optimism	3.00	3	3	1	8	3,3,3,3,3,3,3,3
monogamously	1.89	2	2	0.444444444444444	9	2,1,3,1,3,1,2,2,2
coordinated	1.70	2	2	0.8	10	2,2,2,2,2,2,2,2,0,1
misadvise	-2.22	-2	-2	0.777777777777778	9	-2,-2,-2,-2,-2,-2,-2,-3,-3
shatter	-1.50	-2	-2	0.5	8	-1,-2,-2,-2,-2,-1,-1,-1
contaminator	-2.50	-3	-3	0.625	8	-3,-3,-2,-3,-3,-1,-2,-3
information	0.29	0	0	0.857142857142857	7	0,0,0,0,0,0,2
plication	0.00	0	0	0.714285714285714	7	0,0,0,-1,0,1,0
unsupplied	-1.67	-2	-2	0.666666666666667	6	-2,-1,-2,-1,-2,-2
gyro	0.10	0	0	0.9	10	0,0,0,0,0,0,0,0,1,0
yessss	2.89	3	3	0.888888888888889	9	3,2,3,3,3,3,3,3,3
stabilized	2.20	2	2	0.6	10	3,2,3,3,2,2,2,1,2,2
unsocial	-2.57	-3	-3	0.571428571428571	7	-2,-3,-2,-2,-3,-3,-3
overdue	-0.83	-1	-1	0.833333333333333	12	-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
feel free	2.75	3	3	0.75	8	2,3,3,3,3,2,3,3
