Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
wholemeal	1.25	1	1	0.75	8	1,1,1,1,1,2,2,1
stepfather	1.25	1	1	0.75	8	1,1,2,2,1,1,1,1
satiny	1.25	1	1	0.5	8	1,2,2,1,2,1,0,1
well used	1.25	1	1	0.75	8	2,1,1,2,1,1,1,1
blazer	1.25	1	1	0.75	8	1,1,1,2,1,1,1,2
dealing	1.25	1	1	0.5	8	2,0,2,2,1,1,1,1
rosehip	1.25	1	1	0.5	8	2,2,2,0,1,1,1,1
continuity	1.25	1	2	0.625	8	2,0,0,2,2,0,2,2
correctible	1.25	1	1	0.75	8	1,1,1,1,2,1,1,2
exonerator	1.25	1	1	0.5	8	1,0,1,1,2,2,2,1
puffin	1.25	1	1	0.5	8	1,2,1,2,2,0,1,1
novelist	1.25	1	1	0.5	8	2,2,1,1,2,1,0,1
navigation	1.25	1	1	0.5	8	1,2,2,1,1,0,1,2
skier	1.25	1	2	0.5	8	2,0,2,2,1,1,0,2
transformability	1.25	1	1	0.5	8	1,2,1,2,2,0,1,1
humming	1.25	1	1	0.75	8	2,1,2,1,1,1,1,1
winery	1.25	1	1	0.5	8	2,1,1,2,0,1,2,1
educationally	1.25	1	2	0.5	8	0,1,2,2,2,2,1,0
famousness	1.25	1	1	0.5	8	1,2,1,1,2,2,1,0
hotdog	1.25	1	2	0.625	8	0,2,0,2,2,0,2,2
fascinator	1.25	1	1	0.75	8	1,1,2,1,1,1,1,2
modern	1.25	1	1	0.5	8	2,2,0,2,1,1,1,1
capability	1.25	1	1	0.5	8	2,1,1,2,1,2,1,0
pedagogue	1.25	1	1	0.75	8	1,1,2,1,1,1,1,2
dressiness	1.25	1	1	0.75	8	1,2,1,2,1,1,1,1
revolutionize	1.25	1	2	0.5	8	2,2,1,1,2,2,0,0
expressionist	1.25	1	2	0.5	8	0,1,2,1,2,2,0,2
reappearance	1.25	1	1	0.5	8	0,1,2,1,2,2,1,1
plan on	1.25	1	1	0.5	8	2,2,1,0,2,1,1,1
decoupage	1.25	1	1	0.75	8	2,1,1,1,1,2,1,1
open letter	1.25	1	2	0.5	8	0,2,2,2,0,1,2,1
classic example	1.25	1	2	0.5	8	0,2,2,2,1,2,1,0
preservationist	1.25	1	2	0.5	8	0,2,2,1,1,2,0,2
bloodhound	1.25	1	2	0.5	8	2,2,1,0,2,1,0,2
securely	1.25	1	2	0.5	8	0,2,0,2,1,2,1,2
intelligible	1.25	1	1	0.5	8	1,2,2,1,1,0,1,2
juicily	1.25	1	1	0.75	8	1,2,1,2,1,1,1,1
capable	1.25	1	1	0.5	8	1,2,2,1,0,1,2,1
climb up	1.25	1	1	0.5	8	1,2,1,1,2,1,0,2
footsie	1.22	1	1	0.777777777777778	9	1,2,1,2,1,1,1,1,1
hollandaise	1.22	1	1	0.555555555555556	9	1,0,2,1,2,2,1,1,1
breadwinning	1.22	1	1	0.555555555555556	9	2,1,2,0,1,2,1,1,1
milestone	1.22	1	2	0.444444444444444	9	2,2,2,0,1,0,2,1,1
primetime	1.22	1	1	0.555555555555556	9	2,2,1,1,2,1,0,1,1
piousness	1.22	1	2	0.444444444444444	9	1,1,2,2,0,0,1,2,2
deft	1.22	1	1	0.555555555555556	9	1,2,1,0,1,1,2,2,1
residential area	1.22	1	1	0.555555555555556	9	0,2,2,1,1,1,2,1,1
zeitgeist	1.22	1	2	0.555555555555556	9	0,0,0,2,1,2,2,2,2
overflow	1.22	1	2	0.555555555555556	9	2,1,2,2,0,0,0,2,2
redemptory	1.22	1	2	0.555555555555556	9	2,2,0,1,2,0,2,0,2
acrobatic	1.22	1	1	0.555555555555556	9	1,1,2,2,1,1,2,1,0
invigorative	1.22	1	1	0.555555555555556	9	1,1,2,1,2,0,1,1,2
lip gloss	1.22	1	1	0.777777777777778	9	1,2,1,2,1,1,1,1,1
seeker	1.22	1	1	0.555555555555556	9	1,2,0,2,1,1,2,1,1
intuitively	1.22	1	1	0.555555555555556	9	2,1,0,1,2,2,1,1,1
project	1.22	1	2	0.444444444444444	9	2,0,2,2,0,2,1,1,1
detoxifier	1.22	1	2	0.444444444444444	9	1,1,0,2,2,2,1,0,2
revalidate	1.22	1	1	0.555555555555556	9	1,1,1,2,0,2,1,1,2
butterfly effect	1.22	1	2	0.444444444444444	9	2,0,1,2,2,1,1,2,0
game store	1.22	1	2	0.444444444444444	9	2,0,2,0,1,2,1,2,1
formative	1.22	1	2	0.444444444444444	9	2,2,2,1,1,1,0,2,0
entireness	1.22	1	1	0.555555555555556	9	1,1,2,1,1,2,2,1,0
renovate	1.22	1	2	0.444444444444444	9	0,2,2,1,0,1,1,2,2
deluxe	1.22	1	2	0.444444444444444	9	2,2,2,1,1,2,0,0,1
nightcap	1.22	1	1	0.777777777777778	9	1,2,1,1,1,1,2,1,1
mythology	1.22	1	1	0.555555555555556	9	1,1,2,1,2,1,1,0,2
recompense	1.22	1	1	0.555555555555556	9	1,2,1,2,2,1,1,1,0
juiciness	1.22	1	1	0.555555555555556	9	1,1,0,1,1,2,2,1,2
brioche	1.22	1	1	0.777777777777778	9	1,1,1,1,1,1,1,2,2
soldier	1.22	1	2	0.444444444444444	9	0,2,1,2,1,2,0,2,1
orange juice	1.22	1	1	0.555555555555556	9	0,1,1,1,2,2,2,1,1
ceremoniously	1.22	1	1	0.777777777777778	9	1,2,1,1,1,2,1,1,1
determinedly	1.22	1	1	0.555555555555556	9	1,2,1,1,1,0,2,2,1
somewhat positive	1.22	1	1	0.777777777777778	9	2,1,1,1,1,1,1,2,1
changeability	1.22	1	2	0.444444444444444	9	2,0,2,1,2,1,1,2,0
countenance	1.22	1	2	0.444444444444444	9	1,1,2,2,1,0,2,2,0
prettily	1.22	1	1	0.777777777777778	9	1,1,1,2,1,1,2,1,1
professor	1.22	1	2	0.444444444444444	9	1,1,0,2,0,2,2,2,1
emollient	1.22	1	2	0.444444444444444	9	2,2,1,1,1,0,2,2,0
evermore	1.22	1	1	0.555555555555556	9	1,2,2,1,1,0,2,1,1
plurality	1.22	1	2	0.555555555555556	9	2,2,2,1,0,0,0,2,2
ably	1.22	1	2	0.444444444444444	9	1,2,1,1,2,2,2,0,0
birthplace	1.22	1	2	0.444444444444444	9	2,0,2,1,1,1,0,2,2
watercress	1.22	1	1	0.777777777777778	9	2,1,1,1,1,1,2,1,1
diviner	1.22	1	1	0.555555555555556	9	0,2,1,1,2,1,1,2,1
lottery	1.22	1	1	0.555555555555556	9	2,1,1,2,1,0,2,1,1
curry	1.22	1	2	0.444444444444444	9	0,2,1,2,2,0,1,1,2
zinfandel	1.22	1	1	0.555555555555556	9	1,0,1,1,1,2,1,2,2
vespers	1.22	1	2	0.444444444444444	9	0,1,2,1,2,2,2,1,0
tracksuit	1.22	1	1	0.555555555555556	9	2,1,2,2,0,1,1,1,1
high levels	1.22	1	2	0.444444444444444	9	1,0,2,2,1,2,2,0,1
bonesetter	1.22	1	1	0.555555555555556	9	1,1,1,1,2,1,2,0,2
gingery	1.22	1	1	0.777777777777778	9	1,1,1,1,2,1,1,1,2
chatbox	1.22	1	2	0.444444444444444	9	2,0,0,1,2,1,1,2,2
weeping willow	1.22	1	1	0.555555555555556	9	1,0,1,2,1,2,2,1,1
anoint	1.22	1	1	0.555555555555556	9	2,2,2,1,0,1,1,1,1
nearer	1.22	1	1	0.555555555555556	9	2,1,1,1,2,1,2,1,0
cornfield	1.22	1	2	0.444444444444444	9	0,0,2,1,2,2,2,1,1
annotator	1.22	1	2	0.444444444444444	9	1,2,0,2,1,0,1,2,2
faultlessly	1.22	1	2	0.444444444444444	9	2,1,0,2,1,1,0,2,2
insider	1.22	1	2	0.444444444444444	9	0,2,1,1,2,2,1,0,2
purer	1.22	1	1	0.555555555555556	9	1,1,2,1,2,2,1,1,0
unregimented	1.22	1	1	0.555555555555556	9	0,1,1,2,2,2,1,1,1
big league	1.22	1	1	0.555555555555556	9	0,2,1,1,1,1,2,2,1
fair amount	1.22	1	1	0.555555555555556	9	1,1,1,2,1,0,1,2,2
lead with	1.22	1	1	0.555555555555556	9	2,2,0,1,1,2,1,1,1
sensitive skin	1.22	1	1	0.555555555555556	9	1,1,1,2,1,0,1,2,2
racehorse	1.22	1	1	0.555555555555556	9	1,1,1,1,2,2,1,2,0
vocalization	1.22	1	2	0.444444444444444	9	0,1,2,1,2,1,0,2,2
deliriously	1.22	1	2	0.444444444444444	9	1,2,1,1,2,2,0,2,0
sparker	1.22	1	2	0.444444444444444	9	2,0,0,1,2,2,1,1,2
proud	1.20	1	1	0.8	5	1,2,1,1,1
like royalty	1.20	1	2	0.4	5	1,2,2,1,0
coherently	1.20	1	1	0.8	5	1,1,1,1,2
revive	1.20	1	2	0.4	5	2,1,1,2,0
thunderstruck	1.20	1	2	0.4	5	1,1,2,0,2
tidy up	1.20	1	1	0.8	5	1,1,2,1,1
sweat	1.20	1	1	0.8	5	1,2,1,1,1
unabashed	1.20	1	1	0.8	5	2,1,1,1,1
epic	1.20	1	2	0.4	5	1,2,1,2,0
fair use	1.20	1	2	0.6	5	0,0,2,2,2
regent	1.20	1	2	0.4	5	1,1,0,2,2
pictured	1.20	1	1	0.8	5	2,1,1,1,1
poor countries	1.20	1	2	0.4	5	2,1,1,0,2
flapjack	1.20	1	2	0.6	5	0,2,2,2,0
health insurance	1.20	1	2	0.4	5	2,0,1,2,1
let into	1.20	1	2	0.4	5	0,2,2,1,1
altogether	1.20	1	2	0.4	5	2,1,0,1,2
suffused	1.20	1	2	0.4	5	2,1,0,2,1
properness	1.20	1	1	0.8	5	2,1,1,1,1
internationality	1.20	1	2	0.6	5	0,2,2,2,0
tasting	1.20	1	1	0.8	5	1,1,1,2,1
obligor	1.20	1	2	0.4	5	2,0,1,1,2
address	1.20	1	2	0.6	5	0,2,0,2,2
lifter	1.20	1	1	0.8	5	1,1,1,2,1
hazardless	1.20	1	2	0.6	5	2,0,0,2,2
irreproachably	1.20	1	2	0.4	5	1,2,1,0,2
disciplined	1.20	1	1	0.8	5	2,1,1,1,1
barbie doll	1.20	1	2	0.4	5	0,2,1,1,2
turned on	1.20	1	2	0.4	5	1,2,0,2,1
young money	1.20	1	1	0.8	5	1,2,1,1,1
troubleshooter	1.20	1	2	0.4	5	0,2,2,1,1
knowledge base	1.20	1	2	0.6	5	0,2,0,2,2
clubs	1.20	1	2	0.4	5	0,1,2,1,2
hot stove	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
grilled	1.17	1	1	0.5	6	0,1,2,1,1,2
elaborative	1.17	1	2	0.5	6	0,2,0,2,2,1
hit on	1.17	1	2	0.5	6	2,1,-1,2,1,2
fly ball	1.17	1	2	0.5	6	2,0,1,2,2,0
giftedness	1.17	1	1	0.833333333333333	6	2,1,1,1,1,1
flirtatiousness	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
gravitas	1.17	1	2	0.5	6	2,2,0,2,0,1
venturous	1.17	1	1	0.5	6	1,1,1,2,2,0
breezily	1.17	1	1	0.5	6	1,1,0,1,2,2
conciseness	1.17	1	1	0.833333333333333	6	1,1,1,1,2,1
lounger	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
nightingale	1.17	1	2	0.5	6	2,2,2,0,0,1
late husband	1.17	1	1	0.5	6	0,2,1,1,2,1
lemongrass	1.17	1	1	0.5	6	1,1,0,2,1,2
itsy-bitsy	1.17	1	1	0.5	6	1,2,2,0,1,1
pragmatist	1.17	1	1	0.5	6	0,1,2,2,1,1
lamplighter	1.17	1	1	0.5	6	1,2,2,0,1,1
though	1.17	1	1	0.5	6	1,1,2,2,1,0
masterwork	1.17	1	2	0.5	6	0,2,2,2,1,0
kneel down	1.17	1	1	0.833333333333333	6	1,1,1,1,1,2
kempt	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
waves	1.17	1	1	0.5	6	1,0,1,2,2,1
clearheaded	1.17	1	2	0.5	6	0,2,2,1,0,2
green beans	1.17	1	2	0.5	6	1,0,2,0,2,2
younger	1.17	1	2	0.5	6	0,1,2,0,2,2
immediateness	1.17	1	1	0.5	6	2,0,1,1,2,1
assert	1.17	1	1	0.5	6	0,2,1,2,1,1
ballpark	1.17	1	1	0.5	6	1,0,2,2,1,1
assembled	1.17	1	1	0.5	6	1,2,2,1,0,1
worrywart	1.17	1	1	0.833333333333333	6	1,1,1,1,1,2
galvanized	1.17	1	2	0.5	6	1,2,0,2,2,0
deify	1.17	1	2	0.5	6	0,0,2,1,2,2
gentile	1.17	1	2	0.5	6	0,0,1,2,2,2
hotcake	1.17	1	1	0.5	6	1,2,1,0,1,2
restyle	1.17	1	1	0.5	6	0,1,1,2,2,1
tenacious	1.17	1	1	0.5	6	1,2,2,1,1,0
tennis match	1.17	1	2	0.5	6	2,1,2,2,0,0
snowboard	1.17	1	2	0.5	6	2,0,0,2,1,2
upperclassman	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
explicate	1.17	1	1	0.5	6	1,2,1,1,2,0
debrief	1.17	1	1	0.5	6	2,0,2,1,1,1
justifiability	1.17	1	2	0.5	6	1,2,2,2,0,0
housecleaner	1.17	1	1	0.5	6	0,1,1,1,2,2
bail out	1.17	1	2	0.5	6	0,2,0,1,2,2
safely	1.17	1	2	0.5	6	0,2,1,0,2,2
wash over	1.17	1	1	0.5	6	1,1,2,2,0,1
purple	1.17	1	1	0.5	6	0,1,1,2,1,2
perseverance	1.17	1	1	0.5	6	0,1,2,2,1,1
subsidization	1.17	1	2	0.5	6	0,2,2,1,2,0
american way	1.17	1	2	0.5	6	0,1,2,2,2,0
laugh track	1.17	1	1	0.833333333333333	6	2,1,1,1,1,1
make much	1.17	1	1	0.5	6	0,1,1,1,2,2
renovation	1.17	1	2	0.5	6	0,2,2,2,1,0
admitted	1.17	1	1	0.5	6	2,1,0,1,1,2
martyrdom	1.17	1	1	0.5	6	0,2,1,1,1,2
jewellery	1.17	1	1	0.833333333333333	6	2,1,1,1,1,1
nonmalignant	1.17	1	1	0.5	6	1,0,2,2,1,1
assurable	1.17	1	1	0.5	6	1,1,2,1,2,0
kingfish	1.17	1	2	0.5	6	2,0,2,1,0,2
rightly	1.17	1	1	0.5	6	2,1,2,0,1,1
request	1.17	1	1	0.5	6	0,1,2,2,1,1
ultrafashionable	1.17	1	1	0.5	6	2,1,2,1,1,0
ted	1.17	1	2	0.5	6	2,2,2,0,0,1
swashbuckling	1.17	1	1	0.5	6	2,0,1,1,1,2
pinot	1.17	1	1	0.5	6	2,2,1,1,0,1
embroidered	1.17	1	2	0.5	6	0,2,2,2,0,1
pro	1.17	1	1	0.5	6	2,0,1,2,1,1
organize	1.17	1	2	0.5	6	0,0,1,2,2,2
matinee	1.17	1	1	0.5	6	2,1,1,0,1,2
gymnasium	1.17	1	1	0.5	6	1,2,1,2,0,1
kick butt	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
glitzy	1.17	1	1	0.5	6	0,2,1,2,1,1
black panther	1.17	1	2	0.5	6	2,2,1,2,0,0
picture	1.17	1	2	0.5	6	2,2,2,0,1,0
surety	1.17	1	2	0.5	6	2,0,1,2,0,2
knockabout	1.17	1	1	0.5	6	1,1,2,1,2,0
bluebell	1.17	1	1	0.5	6	1,2,0,1,1,2
snowmelt	1.17	1	1	0.5	6	2,1,2,0,1,1
sick person	1.17	1	1	0.5	6	0,1,1,2,2,1
stand corrected	1.17	1	2	0.5	6	2,2,0,1,0,2
importance	1.17	1	1	0.5	6	2,2,1,0,1,1
intelligibility	1.17	1	2	0.5	6	2,0,2,2,0,1
trading	1.17	1	1	0.5	6	2,0,1,2,1,1
baseball player	1.17	1	2	0.5	6	2,1,2,0,0,2
common knowledge	1.17	1	2	0.5	6	0,2,2,2,1,0
seacoast	1.17	1	1	0.833333333333333	6	1,2,1,1,1,1
purposeful	1.17	1	1	0.5	6	2,1,2,1,1,0
foolery	1.17	1	1	0.5	6	0,2,1,1,2,1
airshow	1.17	1	1	0.5	6	1,1,2,2,0,1
read	1.17	1	1	0.833333333333333	6	1,1,1,2,1,1
conscious	1.17	1	1	0.5	6	0,1,1,1,2,2
elixir	1.17	1	2	0.5	6	2,1,0,2,0,2
free zone	1.17	1	1	0.5	6	2,1,1,2,0,1
watchful	1.17	1	1	0.833333333333333	6	1,1,1,1,1,2
abashed	1.17	1	1	0.833333333333333	6	1,1,1,1,2,1
let go	1.17	1	2	0.5	6	2,0,1,2,2,0
cotton	1.17	1	2	0.5	6	1,0,2,0,2,2
triathlete	1.17	1	2	0.5	6	0,2,2,1,0,2
parmesan	1.17	1	1	0.5	6	2,1,1,1,0,2
state university	1.17	1	1	0.5	6	1,1,2,2,0,1
xbox	1.17	1	1	0.5	6	0,2,2,1,1,1
mindblower	1.17	1	1	0.5	6	2,2,1,1,0,1
move forward	1.17	1	1	0.5	6	2,2,0,1,1,1
salesman	1.17	1	1	0.5	6	1,0,1,1,2,2
coeducationally	1.17	1	2	0.5	6	0,1,0,2,2,2
bullish	1.17	1	1	0.5	6	2,1,1,2,0,1
silverback	1.14	1	2	0.428571428571429	7	2,1,2,0,2,0,1
crocus	1.14	1	2	0.428571428571429	7	0,1,2,2,2,0,1
ratification	1.14	1	2	0.428571428571429	7	2,2,2,1,0,0,1
rainbow trout	1.14	1	1	0.571428571428571	7	2,1,2,0,1,1,1
wakeful	1.14	1	1	0.857142857142857	7	2,1,1,1,1,1,1
naivety	1.14	1	1	0.857142857142857	7	1,1,2,1,1,1,1
lawgiver	1.14	1	2	0.428571428571429	7	0,0,1,2,2,1,2
early adopter	1.14	1	1	0.571428571428571	7	1,2,1,1,2,1,0
heighten	1.14	1	1	0.571428571428571	7	1,1,2,1,0,1,2
interviewee	1.14	1	1	0.571428571428571	7	1,2,1,2,1,0,1
pictorial	1.14	1	2	0.428571428571429	7	2,1,2,0,2,0,1
pity	1.14	1	1	0.857142857142857	7	1,1,1,1,1,2,1
hoop earrings	1.14	1	1	0.571428571428571	7	1,1,2,2,1,0,1
aptly	1.14	1	1	0.571428571428571	7	2,0,1,1,2,1,1
incredibleness	1.14	1	2	0.428571428571429	7	2,0,2,2,1,0,1
shortie	1.14	1	1	0.857142857142857	7	2,1,1,1,1,1,1
potable	1.14	1	2	0.428571428571429	7	0,0,2,1,2,1,2
starburst	1.14	1	1	0.571428571428571	7	1,2,0,1,1,2,1
cosmonaut	1.14	1	2	0.428571428571429	7	0,2,1,1,2,0,2
fantasy	1.14	1	2	0.428571428571429	7	2,2,1,1,2,0,0
presentably	1.14	1	1	0.857142857142857	7	1,1,2,1,1,1,1
master class	1.14	1	2	0.428571428571429	7	2,0,2,2,1,1,0
cosmos	1.14	1	2	0.571428571428571	7	0,2,2,0,2,2,0
no slouch	1.14	1	1	0.571428571428571	7	1,1,2,1,1,2,0
macaroni	1.14	1	1	0.571428571428571	7	1,1,2,2,0,1,1
payer	1.14	1	2	0.428571428571429	7	0,0,2,1,2,1,2
scurry	1.14	1	1	0.857142857142857	7	1,1,1,1,1,1,2
slinky	1.14	1	1	0.857142857142857	7	1,1,1,1,1,1,2
groundswell	1.14	1	1	0.571428571428571	7	0,2,1,2,1,1,1
bed rest	1.14	1	1	0.571428571428571	7	0,2,1,2,1,1,1
habitability	1.14	1	2	0.428571428571429	7	0,0,2,2,1,2,1
new technology	1.14	1	2	0.428571428571429	7	0,1,2,1,2,0,2
freeware	1.14	1	1	0.857142857142857	7	2,1,1,1,1,1,1
betcha	1.14	1	1	0.857142857142857	7	1,1,1,1,1,1,2
melodist	1.14	1	1	0.571428571428571	7	0,1,1,2,1,2,1
handily	1.14	1	1	0.571428571428571	7	1,2,1,0,1,2,1
meadowlark	1.14	1	1	0.571428571428571	7	2,1,1,1,0,2,1
preciously	1.14	1	1	0.571428571428571	7	2,1,1,0,1,2,1
incarnation	1.14	1	2	0.428571428571429	7	0,2,1,2,1,0,2
photograph	1.14	1	1	0.571428571428571	7	0,1,2,1,1,1,2
incredibly	1.14	1	1	0.571428571428571	7	1,1,2,2,0,1,1
unsnarl	1.14	1	2	0.428571428571429	7	0,1,2,1,2,0,2
constellation	1.14	1	2	0.428571428571429	7	0,2,2,2,1,0,1
vaccinator	1.14	1	1	0.571428571428571	7	1,1,0,1,1,2,2
checkers	1.14	1	1	0.857142857142857	7	1,1,1,2,1,1,1
workability	1.14	1	2	0.428571428571429	7	2,1,2,0,2,0,1
underrated	1.14	1	1	0.571428571428571	7	0,1,2,1,1,2,1
knowhow	1.14	1	2	0.428571428571429	7	0,0,2,2,1,2,1
supremely	1.14	1	1	0.571428571428571	7	1,0,2,1,2,1,1
gabber	1.14	1	1	0.571428571428571	7	1,1,2,0,1,1,2
conjuror	1.14	1	2	0.428571428571429	7	2,1,2,2,0,0,1
self	1.14	1	2	0.571428571428571	7	0,0,0,2,2,2,2
hook in	1.14	1	2	0.428571428571429	7	1,0,2,1,0,2,2
sequin	1.14	1	1	0.571428571428571	7	0,1,1,2,2,1,1
irrigate	1.14	1	2	0.428571428571429	7	0,1,0,2,1,2,2
journeyman	1.14	1	1	0.571428571428571	7	1,1,1,2,0,1,2
syncopated	1.14	1	1	0.571428571428571	7	1,1,1,2,1,2,0
full extent	1.14	1	1	0.571428571428571	7	0,1,2,1,1,2,1
sexier	1.14	1	1	0.571428571428571	7	2,1,1,1,1,2,0
industrious	1.14	1	2	0.571428571428571	7	0,0,2,2,2,2,0
remodeler	1.14	1	2	0.428571428571429	7	2,0,2,2,1,1,0
teakwood	1.14	1	1	0.571428571428571	7	0,1,1,1,1,2,2
craftwork	1.14	1	1	0.571428571428571	7	1,1,1,1,0,2,2
meditate on	1.14	1	1	0.571428571428571	7	2,0,1,1,1,2,1
recognized	1.14	1	2	0.428571428571429	7	2,2,0,2,0,1,1
stateside	1.14	1	1	0.571428571428571	7	0,1,2,2,1,1,1
settee	1.14	1	1	0.571428571428571	7	1,0,2,1,1,2,1
brew	1.14	1	1	0.571428571428571	7	1,1,0,2,2,1,1
potpourri	1.14	1	2	0.571428571428571	7	0,2,2,0,2,2,0
buckeye	1.14	1	1	0.571428571428571	7	1,1,2,1,2,1,0
globally	1.14	1	2	0.428571428571429	7	0,1,2,2,1,0,2
cosmetician	1.14	1	1	0.571428571428571	7	2,0,1,2,1,1,1
crown	1.14	1	2	0.428571428571429	7	0,0,2,1,2,2,1
think	1.14	1	1	0.571428571428571	7	1,1,1,0,1,2,2
amazedly	1.14	1	2	0.428571428571429	7	2,2,0,1,0,2,1
feta	1.14	1	1	0.571428571428571	7	0,1,1,2,1,1,2
boysenberry	1.14	1	2	0.428571428571429	7	2,0,2,0,1,1,2
exoticness	1.14	1	1	0.857142857142857	7	1,2,1,1,1,1,1
tie in	1.14	1	1	0.571428571428571	7	1,1,0,1,2,1,2
appraise	1.14	1	1	0.571428571428571	7	1,0,2,2,1,1,1
snow	1.14	1	2	0.428571428571429	7	0,2,1,2,0,1,2
tax return	1.14	1	2	0.428571428571429	7	1,0,2,2,1,0,2
flitter	1.14	1	1	0.857142857142857	7	1,1,2,1,1,1,1
world series	1.14	1	2	0.571428571428571	7	0,2,2,2,2,0,0
sailboat	1.14	1	2	0.571428571428571	7	0,2,0,2,2,0,2
puzzle game	1.14	1	2	0.428571428571429	7	0,1,2,2,0,1,2
poor	1.14	1	1	0.571428571428571	7	2,1,1,1,2,1,0
worried	1.14	1	1	0.857142857142857	7	1,1,1,1,2,1,1
phenom	1.14	1	2	0.571428571428571	7	0,2,2,2,0,2,0
congruence	1.14	1	2	0.428571428571429	7	2,0,1,1,0,2,2
casework	1.14	1	1	0.571428571428571	7	1,1,2,1,2,0,1
greener pastures	1.14	1	1	0.571428571428571	7	1,0,2,1,1,1,2
savor	1.14	1	1	0.571428571428571	7	0,1,2,1,1,1,2
similarly	1.14	1	2	0.428571428571429	7	0,2,1,2,1,2,0
puckishly	1.14	1	2	0.428571428571429	7	2,1,2,2,1,-1,1
footlight	1.14	1	1	0.571428571428571	7	1,0,2,1,1,1,2
whoa	1.14	1	1	0.571428571428571	7	0,1,1,1,2,1,2
sound check	1.14	1	2	0.428571428571429	7	0,2,0,2,2,1,1
poor man	1.14	1	2	0.428571428571429	7	0,1,2,1,2,2,0
fancywork	1.14	1	1	0.857142857142857	7	1,1,1,2,1,1,1
flutist	1.14	1	1	0.571428571428571	7	1,1,2,1,1,2,0
momentum	1.14	1	2	0.428571428571429	7	1,2,2,2,0,0,1
sure sign	1.14	1	2	0.428571428571429	7	0,2,2,1,0,2,1
unspotted	1.14	1	1	0.571428571428571	7	1,2,1,1,2,1,0
try me	1.14	1	1	0.571428571428571	7	0,1,1,1,2,2,1
dwelling	1.14	1	1	0.571428571428571	7	1,0,2,1,1,1,2
dewiness	1.14	1	1	0.857142857142857	7	1,1,1,2,1,1,1
successfully	1.14	1	1	0.857142857142857	7	1,1,1,1,2,1,1
barnstormer	1.14	1	2	0.428571428571429	7	1,2,2,1,0,0,2
canteen	1.14	1	2	0.428571428571429	7	2,0,1,0,2,2,1
converge	1.14	1	2	0.571428571428571	7	0,0,2,0,2,2,2
comprehensive	1.14	1	1	0.571428571428571	7	0,1,2,1,1,2,1
go ahead	1.14	1	1	0.571428571428571	7	0,1,1,1,2,2,1
uncluttered	1.14	1	1	0.571428571428571	7	2,1,1,0,1,1,2
exciter	1.14	1	1	0.571428571428571	7	1,2,1,2,0,1,1
ordainment	1.14	1	2	0.428571428571429	7	0,2,2,2,1,1,0
sweetcorn	1.14	1	1	0.571428571428571	7	2,2,1,1,0,1,1
new ideas	1.14	1	2	0.428571428571429	7	1,2,2,0,0,2,1
frothy	1.14	1	1	0.857142857142857	7	1,1,2,1,1,1,1
boss	1.14	1	1	0.857142857142857	7	1,1,1,1,2,1,1
activator	1.14	1	2	0.428571428571429	7	0,1,2,2,2,1,0
velveteen	1.14	1	2	0.428571428571429	7	0,2,2,1,2,1,0
sauna	1.14	1	2	0.428571428571429	7	0,0,2,1,2,1,2
circumnavigation	1.14	1	2	0.428571428571429	7	0,2,1,0,2,2,1
clouds	1.14	1	1	0.571428571428571	7	1,1,1,1,0,2,2
snowball	1.14	1	1	0.571428571428571	7	2,1,2,1,1,0,1
decision maker	1.14	1	1	0.571428571428571	7	1,1,1,1,2,0,2
autobiography	1.14	1	1	0.857142857142857	7	2,1,1,1,1,1,1
puree	1.14	1	1	0.571428571428571	7	1,1,2,2,0,1,1
starstruck	1.14	1	2	0.428571428571429	7	0,1,1,2,2,2,0
steak	1.14	1	1	0.857142857142857	7	1,1,1,1,2,1,1
schoolbook	1.14	1	2	0.428571428571429	7	2,0,1,2,2,0,1
potent	1.14	1	1	0.571428571428571	7	0,1,2,1,1,1,2
air time	1.14	1	1	0.571428571428571	7	2,1,0,1,1,1,2
illuminative	1.14	1	1	0.571428571428571	7	1,2,1,2,1,1,0
rush in	1.14	1	1	0.571428571428571	7	2,1,1,1,1,0,2
unostentatious	1.14	1	1	0.571428571428571	7	1,2,1,1,1,2,0
litheness	1.14	1	1	0.571428571428571	7	2,1,1,0,2,1,1
decolonization	1.14	1	2	0.571428571428571	7	0,2,2,2,2,0,0
theist	1.14	1	1	0.571428571428571	7	0,1,2,1,1,1,2
governorship	1.14	1	2	0.428571428571429	7	0,2,1,0,2,2,1
payday	1.14	1	2	0.428571428571429	7	0,2,1,2,2,0,1
perfumery	1.14	1	1	0.571428571428571	7	2,1,1,1,2,0,1
keep running	1.14	1	1	0.571428571428571	7	1,2,1,1,0,1,2
diploma	1.14	1	1	0.571428571428571	7	1,1,2,2,0,1,1
liveable	1.14	1	1	0.571428571428571	7	2,1,1,0,1,2,1
mailing	1.14	1	1	0.571428571428571	7	1,2,2,0,1,1,1
fantasy novel	1.14	1	2	0.428571428571429	7	2,1,2,2,0,1,0
acquire	1.14	1	2	0.571428571428571	7	0,0,2,0,2,2,2
